Ref;Arena Link;Category;Characteristics;Commodity Class;Created Date;Description;DXDB_LIBNAME;Effective Date;Footprint;Halogen Free;Manufacturer 1;Manufacturer 1 PN;Manufacturer 2;Manufacturer 2 PN;Manufacturer 3;Manufacturer 3 PN;Manufacturer 4;Manufacturer 4 PN;Manufacturer 5;Manufacturer 5 PN;Owner;Part Height;Part Status;Rating;Requestor;Revision;RoHS Compliant;Temperature Range;Tolerance;Value;Variant Variable Text;Voltage;Price
R805;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R806;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R807;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R808;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;;50V;0.0
R809;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R810;https://app.bom.com/a/VDWEXH0H0J1L4Y4I?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:20:51-08:00;RES, 300, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-04-28T09:22:48-08:00;0402R;;KOA SPEER ELECTRONICS RK73B1ETTP301J;RK73B1ETTP301J;ROHM MCR01MZPJ301;MCR01MZPJ301;YAGEO RC0402JR-07300RL;RC0402JR-07300RL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;300;DNI;50V;0.0
R811;https://app.bom.com/a/L3M4N7Q7Q9RBUORV?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:24:33-08:00;RES, 47K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPJ473;MCR01MZPJ473;KOA SPEER ELECTRONICS RK73B1ETTP473J;RK73B1ETTP473J;YAGEO RC0402JR-0747KL;RC0402JR-0747KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;47K;DNI;50V;0.0
R812;https://app.bom.com/a/DVEWFZIZI1J4QQUN?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:10:06-08:00;RES, 10K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPF1002;MCR01MZPF1002;KOA SPEER ELECTRONICS RK73H1ETTP1002F;RK73H1ETTP1002F;YAGEO RC0402FR-0710KL;RC0402FR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;10K;DNI;50V;0.0
R813;https://app.bom.com/a/WEXFYI1I1K2N99CQ?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:11:21-08:00;RES, 15K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP1502F;RK73H1ETTP1502F;ROHM MCR01MZPF1502;MCR01MZPF1502;YAGEO RC0402FR-0715KL;RC0402FR-0715KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;15K;DNI;50V;0.0
R814;https://app.bom.com/a/TBUCVFYFYHZK67AR?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T12:23:41-08:00;RES, 150, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-09-01T00:24:39-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP1500F;RK73H1ETTP1500F;ROHM MCR01MZPF1500;MCR01MZPF1500;YAGEO RC0402FR-07150RL;RC0402FR-07150RL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;150;;50V;0.0
R815;https://app.bom.com/a/CUDVEYHYH0I3PPO4?v=files.associations;Resistor;100ppm/C;PAS - Passives;;RES, 30.1K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2011-03-05T13:09:39-08:00;0402R;;ROHM MCR01MZPF3012;MCR01MZPF3012;KOA SPEER ELECTRONICS RK73H1ETTP3012F;RK73H1ETTP3012F;YAGEO RC0402FR-0730K1L;RC0402FR-0730K1L;;;;;Michael Sorensen;0.4mm;Design;1/16W;Michael Sorensen;A;;-55 +155C;1%;30.1K;;50V;0.0
R816;https://app.bom.com/a/6O7P8SBSBUCXJJQL?v=files.associations;Resistor;100ppm/C;PAS - Passives;;RES, 5.23K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2011-03-05T13:09:39-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP5231F;RK73H1ETTP5231F;YAGEO RC0402FR-075K23L;RC0402FR-075K23L;ROHM MCR01MZPF5231;MCR01MZPF5231;;;;;Michael Sorensen;0.4mm;Design;1/16W;Michael Sorensen;A;;-55 +155C;1%;5.23K;;50V;0.0
R820;https://app.bom.com/a/N5O6P9S9SBR9N7HE?v=files.associations;Resistor;;PAS - Passives;2011-05-20T17:32:04-08:00;RES, 0, 0%, 1/10W, 50V, -55 +155C, 0603;Resistor;2012-01-23T14:55:34-08:00;0603R;;ROHM MCR03EZPJ000;MCR03EZPJ000;KOA SPEER ELECTRONICS RK73Z1JTTD;RK73Z1JTTD;;;;;;;Morris Chau;0.55mm;Production;1/10W;Mark Van Hoorebeke;1;;-55 +155C;0%;0;;50V;0.0
R822;https://app.bom.com/a/HZI0J3M3M5N7QKPE?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:21:37-08:00;RES, 820, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-03-04T01:38:31-08:00;0402R;;KOA SPEER ELECTRONICS RK73B1ETTP821J;RK73B1ETTP821J;ROHM MCR01MZPJ821;MCR01MZPJ821;YAGEO RC0402JR-07820RL;RC0402JR-07820RL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;820;;50V;0.0
R825;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R826;https://app.bom.com/a/N5O6P9S9SBR9N7HE?v=files.associations;Resistor;;PAS - Passives;2011-05-20T17:32:04-08:00;RES, 0, 0%, 1/10W, 50V, -55 +155C, 0603;Resistor;2012-01-23T14:55:34-08:00;0603R;;ROHM MCR03EZPJ000;MCR03EZPJ000;KOA SPEER ELECTRONICS RK73Z1JTTD;RK73Z1JTTD;;;;;;;Morris Chau;0.55mm;Production;1/10W;Mark Van Hoorebeke;1;;-55 +155C;0%;0;DNI;50V;0.0
R827;https://app.bom.com/a/N5O6P9S9SBR9N7HE?v=files.associations;Resistor;;PAS - Passives;2011-05-20T17:32:04-08:00;RES, 0, 0%, 1/10W, 50V, -55 +155C, 0603;Resistor;2012-01-23T14:55:34-08:00;0603R;;ROHM MCR03EZPJ000;MCR03EZPJ000;KOA SPEER ELECTRONICS RK73Z1JTTD;RK73Z1JTTD;;;;;;;Morris Chau;0.55mm;Production;1/10W;Mark Van Hoorebeke;1;;-55 +155C;0%;0;;50V;0.0
R828;https://app.bom.com/a/DVEWFZIZI1KQ5Y4X?v=files.associations;Resistor;300ppm/C;PAS - Passives;2010-04-30T13:59:37-08:00;RES, 0.068, 1%, 1/4W, 150V, -55 +155C, 0805;Resistor;2011-12-02T13:52:33-08:00;0805R;N/A;ROHM MCR10EZHFSR068;MCR10EZHFSR068;KOA SPEER ELECTRONICS UR732ATTD68L0F;UR732ATTD68L0F;;;;;;;Morris Chau;0.6mm;Production;1/4W;Vivutha Men;2;N/A;-55 +155C;1%;68m;;150V;0.0
R900;https://app.bom.com/a/R9SATDWDWFXI4435?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:14:07-08:00;RES, 33K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-04-28T09:22:48-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP3302F;RK73H1ETTP3302F;ROHM MCR01MZPF3302;MCR01MZPF3302;YAGEO RC0402FR-0733KL;RC0402FR-0733KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;33K;DNI;50V;0.0
R901;https://app.bom.com/a/M4N5O8R8RASCVPSG?v=files.associations;Resistor;200ppm/C;PAS - Passives;;RES, 51K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2011-03-05T13:59:57-08:00;0402R;;ROHM MCR01MZPJ513;MCR01MZPJ513;KOA SPEER ELECTRONICS RK73B1ETTP513J;RK73B1ETTP513J;YAGEO RC0402JR-0751KL;RC0402JR-0751KL;;;;;Michael Sorensen;0.4mm;Design;1/16W;Michael Sorensen;A;;-55 +155C;5%;51K;;50V;0.0
R902;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;;50V;0.0
R903;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R904;https://app.bom.com/a/L3M4N7Q7Q9RBUOS4?v=files.associations;Resistor;200ppm/C;PAS - Passives;2011-03-04T16:23:27-08:00;RES, 10K, 5%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;ROHM MCR01MZPJ103;MCR01MZPJ103;KOA SPEER ELECTRONICS RK73B1ETTP103J;RK73B1ETTP103J;YAGEO RC0402JR-0710KL;RC0402JR-0710KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;5%;10K;;50V;0.0
R905;https://app.bom.com/a/ZH0I1L4L4NNFJJI1?v=files.associations;Resistor;100ppm/C;PAS - Passives;2013-02-27T01:47:10-08:00;RES, 220K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-03-04T23:56:40-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73H1ETTP2203F;RK73H1ETTP2203F;WALSIN TECHNOLOGY WR04X2203FTL;WR04X2203FTL;;;;;;;Morris Chau;0.4mm;Production;1/16W;Derek Liu;1;N/A;-55 +155C;1%;220K;DNI;50V;0.0
R906;https://app.bom.com/a/R9SATDWDWFXI4435?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:14:07-08:00;RES, 33K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2014-04-28T09:22:48-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP3302F;RK73H1ETTP3302F;ROHM MCR01MZPF3302;MCR01MZPF3302;YAGEO RC0402FR-0733KL;RC0402FR-0733KL;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;33K;DNI;50V;0.0
R910;https://app.bom.com/a/YGZH0K3K3M4PA9EZ?v=files.associations;Resistor;100ppm/C;PAS - Passives;2011-03-04T14:39:59-08:00;RES, 820K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2013-04-10T02:27:17-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP8203F;RK73H1ETTP8203F;YAGEO RC0402FR-07820KL;RC0402FR-07820KL;ROHM MCR01MZPF8203;MCR01MZPF8203;;;;;Michael Sorensen;0.4mm;Production;1/16W;Michael Sorensen;1;;-55 +155C;1%;820K;;50V;0.0
R911;https://app.bom.com/a/6O7P8SBSBUCXIHVM?v=files.associations;Resistor;100ppm/C;PAS - Passives;;RES, 360K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2011-03-05T14:58:17-08:00;0402R;;KOA SPEER ELECTRONICS RK73H1ETTP3603F;RK73H1ETTP3603F;YAGEO RC0402FR-07360KL;RC0402FR-07360KL;ROHM MCR01MZPF3603;MCR01MZPF3603;;;;;Michael Sorensen;0.4mm;Design;1/16W;Michael Sorensen;A;;-55 +155C;1%;360K;;50V;0.0
R912;https://app.bom.com/a/6O7P8SBSBUCXIHSJ?v=files.associations;Resistor;100ppm/C;PAS - Passives;;RES, 180K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2011-03-05T13:09:39-08:00;0402R;;ROHM MCR01MZPF1803;MCR01MZPF1803;KOA SPEER ELECTRONICS RK73H1ETTP1803F;RK73H1ETTP1803F;YAGEO RC0402FR-07180KL;RC0402FR-07180KL;;;;;Michael Sorensen;0.4mm;Design;1/16W;Michael Sorensen;A;;-55 +155C;1%;180K;;50V;0.0
R913;https://app.bom.com/a/6O7P8SBSBUCXIHSJ?v=files.associations;Resistor;100ppm/C;PAS - Passives;;RES, 180K, 1%, 1/16W, 50V, -55 +155C, 0402;Resistor;2011-03-05T13:09:39-08:00;0402R;;ROHM MCR01MZPF1803;MCR01MZPF1803;KOA SPEER ELECTRONICS RK73H1ETTP1803F;RK73H1ETTP1803F;YAGEO RC0402FR-07180KL;RC0402FR-07180KL;;;;;Michael Sorensen;0.4mm;Design;1/16W;Michael Sorensen;A;;-55 +155C;1%;180K;;50V;0.0
R940;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
R970;https://app.bom.com/a/EWFXG0J0J2L3CI5X?v=files.associations;Resistor;;PAS - Passives;2004-12-15T14:17:57-08:00;RES, 0, 0%, 1/16W, 50V, -55 +125C, 0402;Resistor;2014-04-21T19:46:20-08:00;0402R;N/A;KOA SPEER ELECTRONICS RK73Z1ETTP;RK73Z1ETTP;ROHM MCR01MZPJ000;MCR01MZPJ000;YAGEO RC0402JR-070RL;RC0402JR-070RL;;;;;Morris Chau;0.4mm;Production;1/16W;Robert Hardesty;3;N/A;-55 +125C;0%;0;DNI;50V;0.0
SW200;https://app.bom.com/a/GYHZI2L2L43J89UJ?v=files.associations;Misc Electrical;;MIS - Misc;2015-10-02T13:42:19-08:00;SWITCH, SPST, MOMENTARY, VERTICAL, 4.2x3.2x2.7mm;Misc_Electrical;2015-10-02T14:27:14-08:00;SW_4P_0420x0320_0215CC;N/A;C&K PTS810 SJK 250 SMTR LFS;PTS810 SJK 250 SMTR LFS;;;;;;;;;Carson Turnbull;2.7mm;Design;50mA;Marco Tozzini;1;N/A;-40 +85C;;PTS810 SJK 250 SMTR LFS;;16V;0.0
SW400;https://agiledev.sierrawireless.local/Agile/object/Parts/5200146;Misc Electrical;;MIS - Misc;2016-04-07T19:23:17Z;SWITCH, SPST, MOMENTARY, RIGHT-ANGLE, 3.9x2.9x1.55mm;Misc_Electrical;;SW_5P_0390x0290_0280CC_THRU_2P;N/A;ALPS SKTDLDE010;SKTDLDE010;;;;;;;;;;1.55mm;Prototype;;Marco Tozzini;1;N/A;-30 +85C;;SKTDLDE010;;12V;0.0
SW401;https://app.bom.com/a/Q8R9SCVCVEEZQXQO?v=files.associations;Misc Electrical;SPST;MIS - Misc;2014-12-23T09:08:01-08:00;SWITCH, DIP, 8-SPST, TOGGLE, 11.28x6.2x2.31mm;Misc_Electrical;2014-12-24T11:32:11-08:00;SW_16P_1128x0620_0127CC_DIP_SPST;N/A;TE CONNECTIVITY 1-1571983-1;1-1571983-1;;;;;;;;;Carson Turnbull;2.31mm;Design;100mA;Marco Tozzini;1;N/A;-30 +85C;;1-1571983-1;;50V;0.0
SW402;https://agiledev.sierrawireless.local/Agile/object/Parts/5200146;Misc Electrical;;MIS - Misc;2016-04-07T19:23:17Z;SWITCH, SPST, MOMENTARY, RIGHT-ANGLE, 3.9x2.9x1.55mm;Misc_Electrical;;SW_5P_0390x0290_0280CC_THRU_2P;N/A;ALPS SKTDLDE010;SKTDLDE010;;;;;;;;;;1.55mm;Prototype;;Marco Tozzini;1;N/A;-30 +85C;;SKTDLDE010;;12V;0.0
TP1000;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1001;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1002;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F;RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F RK73H1ETTP1002F;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1003;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;RK73H1ETTP1003F RK73H1ETTP1003F RK73H1ETTP1003F;RK73H1ETTP1003F RK73H1ETTP1003F RK73H1ETTP1003F;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1004;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1021;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1022;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1023;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1024;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP1025;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP210;;Layout Feature;;;;TEST POINT, ROUND, 6.5mm DIAMETER, 3.5mm DIAMETER HOLE;Layout_Feature;;TP_0650_RND_0350H_NP;;;;;;;;;;;;Chris Ivanciuc;0.01mm;;;Chris Ivanciuc;;;;;TESTPOINT_0650_RND_0350H;;;0.0
TP211;;Layout Feature;;;;TEST POINT, ROUND, 6.5mm DIAMETER, 3.5mm DIAMETER HOLE;Layout_Feature;;TP_0650_RND_0350H_NP;;;;;;;;;;;;Chris Ivanciuc;0.01mm;;;Chris Ivanciuc;;;;;TESTPOINT_0650_RND_0350H;;;0.0
TP212;;Layout Feature;;;;TEST POINT, ROUND, 6.5mm DIAMETER, 3.5mm DIAMETER HOLE;Layout_Feature;;TP_0650_RND_0350H_NP;;;;;;;;;;;;Chris Ivanciuc;0.01mm;;;Chris Ivanciuc;;;;;TESTPOINT_0650_RND_0350H;;;0.0
TP213;;Layout Feature;;;;TEST POINT, ROUND, 6.5mm DIAMETER, 3.5mm DIAMETER HOLE;Layout_Feature;;TP_0650_RND_0350H_NP;;;;;;;;;;;;Chris Ivanciuc;0.01mm;;;Chris Ivanciuc;;;;;TESTPOINT_0650_RND_0350H;;;0.0
TP224;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP225;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP227;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP228;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP230;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP232;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP261;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
TP300;;Layout Feature;;;;TEST POINT, ROUND, 1mm DIAMETER;Layout_Feature;;TP_0100_RND_NP;;;;;;;;;;;;Michael Sorensen;0.01mm;;;Michael Sorensen;;;;;TESTPOINT_0100_RND;;;0.0
